serial,name,value,notes
618,CC_cal_temp,20.0,
618,CC_di,"[15.0, 15.0, 25.0, 22.0, 25.0, 24.0, 25.0, 24.0, 11.0, 18.0, 6.0, 11.0, 70.0, 355.0, 1197.0, 3031.0, 5905.0, 9162.0, 11843.0, 13563.0, 14357.0, 14584.0, 14521.0, 14431.0, 14351.0, 14469.0, 14745.0, 15219.0, 15907.0, 16851.0, 17990.0, 19387.0, 20951.0, 22662.0, 24487.0, 26276.0, 27861.0, 29201.0, 30148.0, 30633.0, 30651.0, 30204.0, 29434.0, 28480.0, 27525.0, 26592.0, 25929.0, 25464.0, 25216.0, 25192.0, 25432.0, 25931.0, 26643.0, 27714.0, 28969.0, 30451.0, 32129.0, 33949.0, 36046.0, 38211.0, 40400.0, 42568.0, 44624.0, 46498.0, 48049.0, 49155.0, 49797.0, 49863.0, 49390.0, 48390.0, 47019.0, 45203.0, 43260.0, 41230.0, 39221.0, 37349.0, 35600.0, 34036.0, 32665.0, 31491.0, 30491.0, 29672.0, 28996.0, 28500.0, 28166.0, 27971.0, 27930.0, 28058.0, 28310.0, 28718.0, 29235.0, 29877.0, 30627.0, 31494.0, 32407.0, 33402.0, 34374.0, 35296.0, 36136.0, 36855.0, 37323.0, 36838.0, 37364.0, 37263.0, 36721.0, 35926.0, 34923.0, 33778.0, 32593.0, 31334.0, 30050.0, 28883.0, 27813.0, 26827.0, 25927.0, 25155.0, 24500.0, 23947.0, 23464.0, 23129.0, 22895.0, 22757.0, 22687.0, 22736.0, 22867.0, 23098.0, 23420.0, 23806.0, 24290.0, 24830.0, 25404.0, 26047.0, 26709.0, 27432.0, 28167.0, 28907.0, 29656.0, 30371.0, 31066.0, 31754.0, 32355.0, 32902.0, 33387.0, 33787.0, 34069.0, 34219.0, 34302.0, 34218.0, 34015.0, 33683.0, 33233.0, 32708.0, 32094.0, 31371.0, 30613.0, 29792.0, 28965.0, 28144.0, 27321.0, 26532.0, 25764.0, 25006.0, 24318.0, 23687.0, 23056.0, 22472.0, 21895.0, 21322.0, 20248.0, 19680.0, 19764.0, 19298.0, 18842.0, 18449.0, 18118.0, 17770.0, 17460.0, 17185.0, 16930.0, 16718.0, 16533.0, 16343.0, 16190.0, 16040.0, 15891.0, 15787.0, 15691.0, 15595.0, 15508.0, 15401.0, 15320.0, 15240.0, 15193.0, 15164.0, 15135.0, 15101.0, 15045.0, 15015.0, 14997.0, 14984.0, 14985.0, 14978.0, 14955.0, 14931.0, 14898.0, 14862.0, 14830.0, 14766.0, 14702.0, 14620.0, 14518.0, 14393.0, 14255.0, 14096.0, 13945.0, 13775.0, 13608.0, 13443.0, 13283.0, 13087.0, 12865.0, 12574.0, 12231.0, 11859.0, 11511.0, 11180.0, 10902.0, 10673.0, 10447.0, 10241.0, 10078.0, 9955.0, 9823.0, 9682.0, 9572.0, 9435.0, 9236.0, 8975.0, 8719.0, 8479.0, 8297.0, 8118.0, 7976.0, 7838.0, 7715.0, 7616.0, 7557.0, 7507.0, 7470.0, 7406.0, 7377.0, 7343.0, 7320.0, 7240.0, 6946.0, 6360.0]",
618,CC_eno3,"[0.00077966, -0.00078324, 0.00240629, 0.00511347, -0.00882518, 0.00865148, -0.00085143, 0.0045781, -0.00454821, 0.00227923, 0.01178692, -0.02073646, 99.0, 99.0, -0.00947107, -0.01275789, -0.00879643, 0.00053389, 0.00740379, -0.0326453, -0.00126108, 99.0, 0.00316964, 0.00654674, 0.0041264, 0.0049121, 0.0063799, 0.00663822, 0.00653754, 0.00621079, 0.00587758, 0.00566034, 0.00532806, 0.00500464, 0.00465794, 0.00433387, 0.00400206, 0.00369935, 0.00339076, 0.00309372, 0.00281081, 0.00252695, 0.00226571, 0.00201175, 0.0017765, 0.00156802, 0.00137515, 0.001192, 0.00101939, 0.0008788, 0.00074404, 0.00062342, 0.00052676, 0.00043928, 0.00036849, 0.0003002, 0.00025358, 0.00019977, 0.00015941, 0.00013156, 0.00010552, 8.054e-05, 5.225e-05, 3.84e-05, 2.751e-05, 1.683e-05, 9.08e-06, 5.03e-06, -3.02e-06, -7.51e-06, -7.9e-06, -1.034e-05, -8.11e-06, -1.239e-05, -1.169e-05, -1.08e-05, -1.184e-05, -7.23e-06, -1.099e-05, -3.9e-07, -3.83e-06, 1.42e-06, 4.34e-06, 1.205e-05, 1.5e-07, 9.38e-06, 9.05e-06, 1.122e-05, 1.202e-05, 2.296e-05, 2.361e-05, 3.361e-05, 2.652e-05, 3.848e-05, 3.607e-05, 3.928e-05, 3.888e-05, 4.265e-05, 4.233e-05, 4.234e-05, 4.368e-05, 5.044e-05, 4.77e-05, 5.003e-05, 6.003e-05, 6.736e-05, 6.324e-05, 6.671e-05, 6.647e-05, 6.669e-05, 7.289e-05, 7.119e-05, 8.223e-05, 8.014e-05, 8.291e-05, 8.23e-05, 9.467e-05, 0.00010211, 0.00010471, 9.888e-05, 9.673e-05, 9.898e-05, 0.0001076, 0.00010769, 0.00011406, 0.00010723, 0.00011567, 0.00011894, 0.00012495, 0.00011365, 0.00012501, 0.00012674, 0.00013306, 0.00013001, 0.00013352, 0.00013471, 0.00014552, 0.00014081, 0.00014237, 0.00014466, 0.00014924, 0.00015207, 0.00015155, 0.00015137, 0.00015787, 0.00015595, 0.0001568, 0.00016266, 0.00016204, 0.00016739, 0.00017407, 0.00017645, 0.00017639, 0.00017752, 0.00018214, 0.0001802, 0.00017649, 0.00018643, 0.0001824, 0.00018587, 0.00018858, 0.00019614, 0.00019734, 0.0002073, 0.0002153, 0.00020267, 0.00021329, 0.00020996, 0.00020763, 0.00020912, 0.00021111, 0.00020699, 0.00020669, 0.00020345, 0.00021339, 0.00022178, 0.00022418, 0.00022407, 0.00022403, 0.00023508, 0.00023977, 0.00024386, 0.00023582, 0.00024812, 0.0002613, 0.00023998, 0.0002533, 0.0002548, 0.00024854, 0.00026278, 0.00026504, 0.00026014, 0.00027395, 0.00027705, 0.00026637, 0.00027233, 0.00027899, 0.00027842, 0.00028805, 0.00026852, 0.00026799, 0.00027837, 0.00028661, 0.00028525, 0.00028466, 0.00028327, 0.00029219, 0.00029665, 0.00030561, 0.00030705, 0.00033035, 0.00031974, 0.00034261, 0.00033489, 0.00033237, 0.00031149, 0.00031418, 0.00030788, 0.00030804, 0.00031882, 0.00033237, 0.00032448, 0.00032649, 0.00034137, 0.00032383, 0.00034623, 0.00035182, 0.00036485, 0.00034166, 0.00036143, 0.00035038, 0.00034339, 0.00035074, 0.00035255, 0.00036353, 0.00036305, 0.00035743, 0.00034021, 0.00036573, 0.000376, 0.00038022, 0.0004008, 0.00039875, 0.00038682, 0.00037736, 0.00042657, 0.00038113, 0.00041823, 0.00040285, 0.00040058, 0.00041022, 0.00038406, 0.00037427, 0.0003896, 0.00039438, 0.00038697]",
618,CC_eswa,"[0.00229173, -0.00209204, 0.00294579, 0.00611996, 0.0123666, 0.01185633, 0.00593945, 0.00385245, -0.00158381, 0.00181304, -0.00047976, 0.01589169, 99.0, 99.0, 0.05861356, 0.08025388, 0.08125455, 0.07878033, 0.08278135, 0.11942091, 0.09246236, 99.0, 0.08079368, 0.07145133, 0.06265345, 0.05191928, 0.04283336, 0.0353383, 0.02906347, 0.02381039, 0.01936299, 0.01561249, 0.01253507, 0.01000459, 0.00796966, 0.00632629, 0.00501162, 0.00394525, 0.00310798, 0.00244443, 0.001919, 0.00150561, 0.00118094, 0.00092256, 0.00073594, 0.00057974, 0.0004603, 0.00037684, 0.00032001, 0.00025583, 0.00020968, 0.00017188, 0.00014443, 0.00012289, 0.00010111, 8.799e-05, 6.615e-05, 6.756e-05, 4.919e-05, 4.057e-05, 2.7e-05, 2.267e-05, 1.995e-05, 1.419e-05, 1.401e-05, 7.76e-06, 5.39e-06, -2.3e-07, -1.35e-06, -1.77e-06, -2.59e-06, -3.71e-06, -8.39e-06, -7.25e-06, -7.45e-06, -1.134e-05, 9.2e-07, 1.45e-06, -1.92e-06, -7.3e-07, -1.7e-06, -8.1e-07, -5.5e-07, -1.73e-06, 8.62e-06, 8.47e-06, 1.78e-06, 3.11e-06, 3.3e-06, 8e-07, 8.42e-06, 7.01e-06, 8.24e-06, 6.52e-06, 1.085e-05, 9.43e-06, 7.27e-06, 1.399e-05, 1.735e-05, 2.576e-05, 2.782e-05, 3.486e-05, 3.843e-05, 3.632e-05, 3.868e-05, 4.054e-05, 4.464e-05, 4.332e-05, 5.111e-05, 5.917e-05, 5.578e-05, 5.611e-05, 5.791e-05, 6.915e-05, 6.474e-05, 7.323e-05, 7.047e-05, 7.103e-05, 6.407e-05, 7.414e-05, 8.879e-05, 0.00010143, 9.069e-05, 8.773e-05, 8.936e-05, 9.498e-05, 9.903e-05, 8.937e-05, 0.00010494, 0.00012127, 0.00012142, 0.00012577, 0.00012483, 0.00013958, 0.00013752, 0.00013751, 0.00014361, 0.00014687, 0.00014651, 0.00015482, 0.00015577, 0.00016131, 0.00016089, 0.00017033, 0.00017219, 0.00017272, 0.00018865, 0.00018773, 0.00019323, 0.0002003, 0.00019952, 0.00019572, 0.00020905, 0.00020815, 0.00021385, 0.00021898, 0.00022201, 0.00023315, 0.00023955, 0.00023826, 0.00024549, 0.00023959, 0.00024798, 0.00024983, 0.00024495, 0.00026652, 0.00026695, 0.0002719, 0.00027815, 0.00027941, 0.00028542, 0.00030039, 0.00029758, 0.00030441, 0.00031225, 0.0003046, 0.00030937, 0.00032575, 0.00031835, 0.00031938, 0.00032399, 0.00032009, 0.00034248, 0.00033662, 0.00032337, 0.00035224, 0.00034893, 0.00036266, 0.00037397, 0.00036076, 0.00036458, 0.00036087, 0.00036521, 0.00035852, 0.00037866, 0.00037786, 0.00037214, 0.00038141, 0.0003957, 0.00040828, 0.00041904, 0.00042133, 0.00040935, 0.00043143, 0.00042546, 0.00042456, 0.00043654, 0.00043678, 0.00043181, 0.00043903, 0.000429, 0.0004366, 0.00042471, 0.00042981, 0.00045943, 0.00047236, 0.00047707, 0.0004893, 0.00049215, 0.00049433, 0.00049877, 0.0004817, 0.00049735, 0.00049262, 0.00049589, 0.00048988, 0.00049553, 0.0005067, 0.00053156, 0.00051108, 0.00051441, 0.00054793, 0.0005344, 0.00052845, 0.00054041, 0.00055026, 0.00057365, 0.00057354, 0.00057896, 0.00056015, 0.00057611, 0.00054084, 0.00058325, 0.00058478, 0.0005777, 0.0005499, 0.00059494, 0.00056082, 0.00061627, 0.00060257, 0.00061565, 0.00064454, 0.00065068, 0.00063357, 0.00064008, 0.00060776]",
618,CC_lower_wavelength_limit_for_spectra_fit,217,
618,CC_upper_wavelength_limit_for_spectra_fit,240,
618,CC_wl,"[188.93, 189.74, 190.54, 191.35, 192.15, 192.96, 193.76, 194.57, 195.37, 196.18, 196.99, 197.79, 198.6, 199.41, 200.21, 201.02, 201.83, 202.64, 203.44, 204.25, 205.06, 205.87, 206.68, 207.48, 208.29, 209.1, 209.91, 210.72, 211.53, 212.34, 213.15, 213.96, 214.77, 215.58, 216.39, 217.2, 218.01, 218.82, 219.63, 220.44, 221.25, 222.06, 222.88, 223.69, 224.5, 225.31, 226.12, 226.93, 227.75, 228.56, 229.37, 230.18, 231.0, 231.81, 232.62, 233.43, 234.25, 235.06, 235.87, 236.69, 237.5, 238.31, 239.13, 239.94, 240.75, 241.57, 242.38, 243.2, 244.01, 244.82, 245.64, 246.45, 247.27, 248.08, 248.9, 249.71, 250.53, 251.34, 252.16, 252.97, 253.79, 254.6, 255.42, 256.23, 257.05, 257.86, 258.68, 259.49, 260.31, 261.12, 261.94, 262.75, 263.57, 264.38, 265.2, 266.02, 266.83, 267.65, 268.46, 269.28, 270.09, 270.91, 271.73, 272.54, 273.36, 274.17, 274.99, 275.81, 276.62, 277.44, 278.25, 279.07, 279.88, 280.7, 281.52, 282.33, 283.15, 283.96, 284.78, 285.6, 286.41, 287.23, 288.04, 288.86, 289.67, 290.49, 291.31, 292.12, 292.94, 293.75, 294.57, 295.38, 296.2, 297.01, 297.83, 298.65, 299.46, 300.28, 301.09, 301.91, 302.72, 303.54, 304.35, 305.17, 305.98, 306.8, 307.61, 308.42, 309.24, 310.05, 310.87, 311.68, 312.5, 313.31, 314.13, 314.94, 315.75, 316.57, 317.38, 318.19, 319.01, 319.82, 320.64, 321.45, 322.26, 323.07, 323.89, 324.7, 325.51, 326.33, 327.14, 327.95, 328.76, 329.58, 330.39, 331.2, 332.01, 332.82, 333.64, 334.45, 335.26, 336.07, 336.88, 337.69, 338.5, 339.31, 340.12, 340.93, 341.74, 342.55, 343.36, 344.17, 344.98, 345.79, 346.6, 347.41, 348.22, 349.03, 349.84, 350.65, 351.46, 352.26, 353.07, 353.88, 354.69, 355.49, 356.3, 357.11, 357.92, 358.72, 359.53, 360.34, 361.14, 361.95, 362.75, 363.56, 364.37, 365.17, 365.98, 366.78, 367.59, 368.39, 369.19, 370.0, 370.8, 371.61, 372.41, 373.21, 374.01, 374.82, 375.62, 376.42, 377.22, 378.03, 378.83, 379.63, 380.43, 381.23, 382.03, 382.83, 383.63, 384.43, 385.23, 386.03, 386.83, 387.63, 388.43, 389.23, 390.02, 390.82, 391.62, 392.42, 393.21, 394.01, 394.81, 395.6]",
