serial,name,value,notes
1194,CC_angular_resolution,1.076,
1194,CC_dark_counts_cdom,47,
1194,CC_dark_counts_chlorophyll_a,52,
1194,CC_dark_counts_volume_scatter,49.225,
1194,CC_depolarization_ratio,0.039,
1194,CC_measurement_wavelength,700,
1194,CC_scale_factor_cdom,9.512E-02,
1194,CC_scale_factor_chlorophyll_a,1.212E-02,
1194,CC_scale_factor_volume_scatter,1.963E-06,
1194,CC_scattering_angle,124,
