serial,name,value,notes
ACS-128,CC_acwo,"[-0.509136, -0.35459, -0.240171, -0.151722, -0.076812, -0.007427, 0.059879, 0.122616, 0.181056, 0.232857, 0.276011, 0.310074, 0.340165, 0.367515, 0.39443, 0.422373, 0.450651, 0.480045, 0.509659, 0.538628, 0.567679, 0.59665, 0.625041, 0.652411, 0.678799, 0.704241, 0.728143, 0.750699, 0.772165, 0.793609, 0.815559, 0.837863, 0.859451, 0.880392, 0.900439, 0.919695, 0.93813, 0.956678, 0.975125, 0.993434, 1.01092, 1.017243, 1.032068, 1.045048, 1.054287, 1.059413, 1.059601, 1.053831, 1.042487, 1.029789, 1.022758, 1.02498, 1.03442, 1.047107, 1.060456, 1.073207, 1.085549, 1.097086, 1.107687, 1.115435, 1.119824, 1.120192, 1.118533, 1.118398, 1.121386, 1.12662, 1.132115, 1.135099, 1.133391, 1.125589, 1.109864, 1.084978, 1.049124, 1.000438, 0.937332, 0.855722, 0.755583, 0.633333, 0.484172, 0.307371, 0.107391, -0.106036, -0.323097]",
ACS-128,CC_awlngth,"[400.3, 402.5, 404.6, 406.8, 408.5, 410.5, 413.7, 417.6, 422.1, 427.6, 432.2, 436.3, 440.0, 444.0, 448.3, 452.7, 456.7, 460.8, 465.2, 469.6, 474.5, 479.0, 483.8, 488.1, 492.5, 496.8, 501.2, 505.9, 510.6, 515.6, 519.9, 524.4, 528.5, 533.0, 537.0, 541.1, 545.2, 549.9, 554.3, 558.7, 563.0, 564.5, 568.8, 572.9, 576.9, 581.2, 585.4, 589.6, 593.9, 598.6, 603.0, 607.8, 612.3, 616.9, 621.4, 625.9, 630.2, 634.4, 638.7, 643.0, 647.4, 651.6, 655.8, 660.6, 664.7, 669.1, 673.4, 677.5, 681.7, 685.3, 689.2, 692.9, 696.5, 699.9, 703.6, 707.0, 710.8, 713.9, 717.6, 721.3, 724.6, 728.0, 731.3]",
ACS-128,CC_ccwo,"[-1.118397, -0.940243, -0.723219, -0.504684, -0.343506, -0.197166, -0.108215, -0.05022, -0.013766, 0.017999, 0.069666, 0.149214, 0.230087, 0.311863, 0.387261, 0.452366, 0.509544, 0.556104, 0.596056, 0.633869, 0.666335, 0.698811, 0.727079, 0.75381, 0.775603, 0.792587, 0.807296, 0.819274, 0.83351, 0.849548, 0.868959, 0.892052, 0.91709, 0.941194, 0.96271, 0.980771, 0.997778, 1.009567, 1.020149, 1.029457, 1.037677, 1.039808, 1.041312, 1.03924, 1.032524, 1.019951, 1.004119, 0.982711, 0.959981, 0.944766, 0.941343, 0.944631, 0.950462, 0.958691, 0.966853, 0.97196, 0.979592, 0.981343, 0.98508, 0.980071, 0.976257, 0.969526, 0.964569, 0.960076, 0.964027, 0.960716, 0.957659, 0.947717, 0.929002, 0.90709, 0.870197, 0.824413, 0.765294, 0.687593, 0.593526, 0.478139, 0.340075, 0.168719, -0.024621, -0.24363, -0.464343, -0.679859, -0.868893]",
ACS-128,CC_cwlngth,"[400.3, 402.6, 405.0, 407.3, 409.1, 411.2, 414.1, 417.8, 422.6, 427.4, 432.2, 436.1, 440.2, 444.4, 448.8, 453.2, 457.1, 461.1, 465.7, 470.1, 475.2, 479.9, 484.6, 489.4, 493.5, 498.1, 502.6, 507.1, 512.0, 516.6, 521.5, 525.8, 530.3, 534.4, 538.7, 542.8, 547.5, 551.7, 556.4, 560.8, 565.6, 569.1, 573.4, 577.6, 581.9, 585.9, 590.3, 594.7, 599.6, 604.1, 609.2, 613.9, 618.5, 622.7, 627.2, 631.7, 636.2, 640.3, 645.0, 649.4, 653.9, 658.5, 662.8, 667.3, 671.4, 675.8, 679.8, 683.8, 687.7, 691.3, 695.3, 698.9, 702.3, 706.3, 709.7, 713.1, 716.8, 720.1, 723.8, 727.3, 731.0, 734.3, 737.2]",
ACS-128,CC_taarray,SheetRef:CC_taarray,
ACS-128,CC_tbins,"[0.817983, 1.543142, 2.432989, 3.41, 4.51, 5.437609, 6.431379, 7.536512, 8.486053, 9.506522, 10.532941, 11.493158, 12.638205, 13.434231, 14.492083, 15.500476, 16.5732, 17.452222, 18.5156, 19.481905, 20.500323, 21.487083, 22.4988, 23.538571, 24.508333, 25.5008, 26.49037, 27.450455, 28.474286, 29.503333, 30.444681, 31.484516, 32.4825, 33.495862, 34.499063]",
ACS-128,CC_tcal,18.0,
ACS-128,CC_tcarray,SheetRef:CC_tcarray,
